geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,formatted_address,name,rating,search_name,search_postal_code
47.37977407989272,8.541851179892724,"Hauptbahnhof, 8001 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8001
47.37850612989273,8.540598779892722,"ShopVille - Zürich Hauptbahnhof, 8001 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8001
47.37972157989272,8.537055329892722,"Sihlpassage, 8004 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8001
47.36667517989272,8.549208329892721,"Falkenstrasse 19 - 21, 8008 Zürich, Switzerland",MIGROS,4.2,MIGROS, 8001
47.36965767989272,8.53561527989272,"Stockerstrasse 47, 8002 Zürich, Switzerland",MIGROS SUPERMARKT,4.1,MIGROS, 8001
47.38681302989272,8.532758629892719,"Limmatstrasse 152, 8005 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8001
47.36585892989272,8.555126929892722,"Kreuzpl. 20, 8008 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8001
47.36553922989273,8.532502079892723,"Tessinerpl. 10, 8002 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8001
47.37638112989272,8.52443992989272,"Wengistrasse 7, 8004 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8001
47.38737157989272,8.549926579892722,"Winterthurerstrasse 2/4, 8006 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8001
47.37953822989272,8.537432479892722,"Sihlpassage, 8004 Zürich, Switzerland",MIGROS TAKE AWAY,3.9,MIGROS, 8001
47.37981947989272,8.541840179892723,"Bahnhofstrasse, 8001 Zürich, Switzerland",MIGROS,2.9,MIGROS, 8001
47.37139032989272,8.52139712989272,"Birmensdorferstrasse 140, 8003 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8001
47.39255727989271,8.520145979892723,"Hardturmstrasse 11, 8005 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8001
47.35984097989272,8.519047979892722,"BRUNAUPARK, Giesshübelstrasse 65, 8045 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8002
47.34602447989273,8.531280779892723,"Etzelstrasse 3, 8038 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8002
47.37124452989272,8.510165079892722,"Birmensdorferstrasse 320, 8055 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8002
47.39167557989271,8.51036957989272,"Pfingstweidstrasse 101, 8005 Zürich, Switzerland",MIGROS-SUPERMARKT,4.2,MIGROS, 8002
47.38042502989272,8.510100079892721,"Badenerstrasse 376, 8004 Zürich, Switzerland",MIGROS SUPERMARKT,4.1,MIGROS, 8002
47.37633937989271,8.524508879892721,"Wengistrasse 7, 8004 Zürich, Switzerland",MIGROS TAKE AWAY,3.0,MIGROS, 8004
47.39503192989272,8.530678929892721,"Scheffelstrasse 3, 8037 Zürich, Switzerland",MIGROS SUPERMARKT,4.1,MIGROS, 8004
47.39196112989272,8.50824555,"Pfingstweidstrasse 101, 8005 Zürich, Switzerland",GENOSSENSCHAFT MIGROS ZÜRICH,3.8,MIGROS, 8005
47.38646362989272,8.532631429892723,"Limmatstrasse 152, 8005 Zürich, Switzerland",MIGROS-GENOSSENSCHAFTS-BUND,3.8,MIGROS, 8005
47.39389472989273,8.539833729892722,"Schaffhauserstrasse 75, 8057 Zürich, Switzerland",MIGROS,4.0,MIGROS, 8005
47.38119662989272,8.538243479892724,"Zollstrasse 6, 8005 Zürich, Switzerland",MIGROS SUPERMARKT (MIT DAILY PRODUKTEN),4.5,MIGROS, 8005
47.40504897989273,8.498460729892724,"Regensdorferstrasse 20, 8049 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8005
47.38683982989271,8.533195829892723,"Limmatstrasse 152, 8005 Zürich, Switzerland",KLUBSCHULE MIGROS,4.1,MIGROS, 8005
47.35966897989272,8.55540982989272,"Seefeldstrasse 111/113, 8008 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8008
47.35891442989272,8.572991479892721,"Forchstrasse 260, 8008 Zürich, Switzerland",MIGROS SUPERMARKT,4.1,MIGROS, 8008
47.36004612989272,8.586931479892723,"Witikonerstrasse 293, 8053 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8008
47.36609557989272,8.555331779892722,"Kreuzpl. 20, 8008 Zürich, Switzerland",MIGROS TAKE AWAY,3.5,MIGROS, 8008
47.38069372989273,8.56086332989272,"Toblerstrasse 73, 8044 Zürich, Switzerland",MIGROS SUPERMARKT,3.9,MIGROS, 8008
47.33724247989272,8.520097029892721,"Leimbachstrasse 23, 8041 Zürich, Switzerland",MIGROS SUPERMARKT,4.1,MIGROS, 8041
47.35941727989272,8.52065027989272,"Giesshübelstrasse 65, 8045 Zürich, Switzerland",MIGROS RESTAURANT,4.0,MIGROS, 8045
47.35921402989272,8.523556379892721,"Kalanderpl. 1, 8045 Zürich, Switzerland",MIGROS FITNESSPARK SIHLCITY,4.0,MIGROS, 8045
47.42138647989272,8.50997972989272,"Jonas-Furrer-Strasse 21, 8046 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8046
47.37655442989272,8.487069329892723,"Albisriederstrasse 365, 8047 Zürich, Switzerland",MIGROS SUPERMARKT,4.1,MIGROS, 8047
47.38962772989272,8.48841567989272,"Neumarkt Altstetten, Altstetterstrasse 145, 8048 Zürich, Switzerland",MIGROS SUPERMARKT,4.4,MIGROS, 8048
47.39261177989273,8.489095479892722,"Hohlstrasse 600, 8048 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8048
47.41201572989272,8.544101879892724,"Einkaufszentrum Neumarkt, Hofwiesenstrasse 350, 8050 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8050
47.40534422989273,8.574308129892723,"Winterthurerstrasse 524, 8051 Zürich, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8050
47.42088322989272,8.549675729892721,"Schaffhauserstrasse 470, 8052 Zürich, Switzerland",MIGROS SUPERMARKT,4.3,MIGROS, 8050
47.42237052989272,8.559046779892721,"Thurgauerstrasse 106, 8152 Opfikon, Switzerland",MIGROS SUPERMARKT,4.2,MIGROS, 8050
47.41202602989272,8.544295729892722,"Hofwiesenstrasse 350/354, 8050 Zürich, Switzerland",MIGROS TAKE AWAY,3.9,MIGROS, 8050
47.37802197989272,8.54361672989272,"Bahnhofbrücke 1, 8001 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH BAHNHOFBRÜCKE,4.3,COOP, 8001
47.37156582989272,8.53861687989272,"Bärengasse 16, 8001 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH BÄRENGASSE,4.2,COOP, 8001
47.36791227989271,8.549140529892723,"Stadelhoferstrasse 10, 8001 Zürich, Switzerland",COOP ZÜRICH STADELHOFEN,4.2,COOP, 8001
47.37930372989273,8.536565129892722,"Europaallee 5, 8004 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH EUROPAALLEE PASSAGE,4.2,COOP, 8001
47.37913127989272,8.539707379892723,"Halle, Löwenstrasse, 8021 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SHOPVILLE HB,4.0,COOP, 8001
47.36912432989272,8.537067729892721,"Bleicherweg 19, 8002 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH BLEICHERWEG,3.9,COOP, 8001
47.36849497989272,8.54723722989272,"Theaterstrasse 18, 8001 Zürich, Switzerland",COOP CITY ZÜRICH BELLEVUE,4.2,COOP, 8001
47.37487432989272,8.531759529892721,"Badenerstrasse 15, 8004 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH STAUFFACHER,4.1,COOP, 8001
47.37420987989272,8.538786029892723,"Bahnhofstrasse 57, 8001 Zürich, Switzerland",COOP SUPERMARKT CITY ZÜRICH ST. ANNAHOF FOOD,4.3,COOP, 8001
47.37471772989272,8.535837829892722,"Löwenstrasse 7, 8001 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8001
47.38198902989272,8.53615712989272,"Zollstrasse 42, 8005 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ZOLLSTRASSE,4.1,COOP, 8001
47.38387122989272,8.549160329892722,"Universitätstrasse 73, 8006 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH UNIVERSITÄTSTRASSE,3.9,COOP, 8001
47.36452442989272,8.551285629892723,"Seefeldstrasse 35, 8008 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH BROTGASSE,4.1,COOP, 8001
47.37417227989272,8.538896429892722,"Bahnhofstrasse 57, 8001 Zürich, Switzerland",COOP TOGO ZÜRICH CITY ST. ANNAHOF,4.3,COOP, 8001
47.37845212989272,8.527850729892723,"Hohlstrasse 35, 8004 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH HOHLSTRASSE,4.0,COOP, 8001
47.36579972989271,8.556192529892723,"Forchstrasse 4, 8008 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH KREUZPLATZ,3.9,COOP, 8001
47.37491042989272,8.52944552989272,"Badenerstrasse 44, 8004 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8001
47.36580167989272,8.532473529892721,"Tessinerpl. 10, 8002 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ENGE BAHNHOF,4.0,COOP, 8001
47.38523247989273,8.549510579892722,"Universitätstrasse 101, 8006 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH RIGIPLATZ,3.8,COOP, 8001
47.37470742989272,8.536006429892721,"Löwenstrasse 9, 8001 Zürich, Switzerland",COOP PRONTO SHOP – ZÜRICH LÖWENSTRASSE,3.9,COOP, 8001
47.36579487989273,8.533268129892724,"Tessinerpl. 3, 8002 Zürich, Switzerland",COOP PRONTO SHOP,4.2,COOP, 8002
47.37214562989272,8.517401929892724,"Birmensdorferstrasse 200, 8003 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WIEDIKON,4.3,COOP, 8003
47.37910897989272,8.51254987989272,"Badenerstrasse 333, 8003 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ALBISRIEDERPLATZ,4.1,COOP, 8003
47.37701387989271,8.518570579892721,"Badenerstrasse 244, 8004 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH LOCHERGUT,4.2,COOP, 8004
47.38617842989272,8.528478879892718,"Röntgenstrasse 48, 8005 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH JOSEFSTRASSE,4.0,COOP, 8004
47.38746227989272,8.517749029892721,"Maagpl. 1, 8005 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH MAAGPLATZ,4.1,COOP, 8004
47.37276462989272,8.526369329892722,"Birmensdorferstrasse 55, 8004 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8004
47.37580017989272,8.525331479892722,"Badenerstrasse 120, 8004 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8004
47.39192622989272,8.519614879892721,"Giessereistrasse 18, 8005 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH PULS 5,4.1,COOP, 8005
47.39392387989272,8.525876329892723,"Röschibachstrasse 22, 8037 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WIPKINGERBRÜCKE,3.9,COOP, 8005
47.39238192989273,8.509262329892723,"Pfingstweidstrasse 106, 8005 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH HARD TURM PARK,4.1,COOP, 8005
47.38872857989271,8.518757929892724,"Maschinenstrasse 10, 8005 Zürich, Switzerland",COOP SUPERMARKT PFINGSTWEIDSTRASSE PRIME 2,4.5,COOP, 8005
47.38788497989272,8.518896579892722,"Hardstrasse 221, 8005 Zürich, Switzerland",COOP PRONTO SHOP,4.0,COOP, 8005
47.39511592989272,8.530863029892721,"Scheffelstrasse 12, 8037 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SCHEFFELSTRASSE,4.0,COOP, 8005
47.38789597989273,8.50018722989272,"Baslerstrasse 50, 8066 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH LETZIPARK,4.2,COOP, 8005
47.38413882989272,8.531197879892723,"Neugasse 50, 8005 Zürich, Switzerland",COOP TOGO ZÜRICH NEUGASSE,4.0,COOP, 8005
47.35938712989272,8.556116329892724,"Seefeldstrasse 123, 8008 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SEEFELD,4.1,COOP, 8008
47.35471912989272,8.560464829892721,"Seefeldstrasse 199, 8008 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH TIEFENBRUNNEN,3.9,COOP, 8008
47.36923782989272,8.562162129892721,"Klosbachstrasse 104, 8032 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH RÖMERHOF,4.0,COOP, 8032
47.36532987989272,8.56828927989272,"Witikonerstrasse 15, 8032 Zürich, Switzerland",COOP PRONTO SHOP,4.4,COOP, 8032
47.34119377989272,8.532032729892721,"Alte Kalchbühlstrasse 15, 8038 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WOLLISHOFEN,4.3,COOP, 8038
47.34854572989272,8.534492629892725,"Seestrasse 339, 8038 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WOLLISHOFEN SEESTR.,4.1,COOP, 8038
47.32772622989273,8.51578747989272,"Leimbachstrasse 200, 8041 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH LEIMBACH,4.2,COOP, 8041
47.35917822989273,8.52387537989272,"Kalanderpl. 1, 8045 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SIHLCITY SUPERMARKT,4.4,COOP, 8041
47.36624642989272,8.522534079892722,"Uetlibergstrasse 20, 8045 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH MANESSEHOF,4.0,COOP, 8041
47.36216222989273,8.508012329892722,"Friesenbergpl. 3, 8045 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ZENTRUM FRIESENBERG,3.9,COOP, 8041
47.32895437989271,8.531238729892722,"Zürichstrasse 114, 8134 Adliswil, Switzerland",COOP PRONTO SHOP MIT TANKSTELLE,4.1,COOP, 8041
47.37779107989272,8.560880529892723,"Zürichbergstrasse 75, 8044 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH FLUNTERN,3.9,COOP, 8044
47.35950682989272,8.523890779892723,"Kalanderpl. 1, 8045 Zürich, Switzerland",COOP VITALITY ZÜRICH SIHL CITY,3.7,COOP, 8045
47.42042587989272,8.507092179892723,"Wehntalerstrasse 549, 8046 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WEHNTALERSTRASSE,4.0,COOP, 8046
47.42686112989272,8.49833442989272,"Mühlackerstrasse 199, 8046 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH MÜHLACKERSTRASSE,4.2,COOP, 8046
47.37172947989272,8.49350912989272,"In der Ey 85, 8047 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH TRIEMLI,4.2,COOP, 8047
47.37753762989272,8.488440429892721,"Albisriederstrasse 334, 8047 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH A-PARK,4.0,COOP, 8047
47.37512527989272,8.50393632989272,"Gutstrasse 159, 8047 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH GUTSTRASSE,3.9,COOP, 8047
47.38607362989271,8.497109779892721,"Badenerstrasse 575, 8048 Zürich, Switzerland",COOP PRONTO SHOP,4.4,COOP, 8047
47.38876337989272,8.490177029892724,"Badenerstrasse 650, 8048 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ALTSTETTEN,4.0,COOP, 8047
47.38898842989272,8.48673442989272,"Lindenpl. 6, 8048 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH LINDENPLATZ,4.0,COOP, 8047
47.39348932989272,8.491500329892721,"Vulkanpl., 8048 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WESTLINK,4.1,COOP, 8048
47.39115337989273,8.47333762989272,"Am Suteracher 14, 8048 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SUTERACHER,4.1,COOP, 8048
47.39489942989273,8.48519742989272,"Vulkanstrasse 108, 8048 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH VULKANSTRASSE,4.2,COOP, 8048
47.39221892989272,8.490570979892722,"Hohlstrasse 560, 8048 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8048
47.39466622989271,8.47581032989272,"Badenerstrasse 812, 8048 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8048
47.38894897989271,8.499882729892722,"Hohlstrasse 461, 8048 Zürich, Switzerland",COOP,4.2,COOP, 8048
47.38841397989273,8.500774029892721,"Baslerstrasse 50, 8066 Zürich, Switzerland",COOP BAU+HOBBY ZÜRICH LETZIPARK,3.9,COOP, 8048
47.40105182989272,8.498614329892723,"Am Wasser 146, 8049 Zürich, Switzerland",COOP PRONTO SHOP MIT TANKSTELLE,4.2,COOP, 8048
47.40403032989272,8.499730029892723,"Regensdorferstrasse 9, 8049 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH HÖNGGERMARKT,4.2,COOP, 8049
47.40974647989272,8.509202479892723,"Wolfgang-Pauli-Strasse 14, 8049 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ETH HÖNGGERBERG,3.9,COOP, 8049
47.41508452989272,8.480966529892722,"Rütihofstrasse 15, 8049 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH RÜTIHOF,3.7,COOP, 8049
47.40715372989272,8.482728679892722,"Frankentalerstrasse 20, 8049 Zürich, Switzerland",COOP SUPERMARKET,4.3,COOP, 8049
47.41463267989273,8.542394979892721,"Sophie-Taeuber-Strasse 4, 8050 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ELEVEN,4.3,COOP, 8050
47.40896522989271,8.55127412989272,"Schwamendingenstrasse 39, 8050 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH DORFLINDE,4.0,COOP, 8050
47.41248187989273,8.544566629892723,"Hofwiesenstrasse 369, 8050 Zürich, Switzerland",COOP PRONTO SHOP,4.0,COOP, 8050
47.41271992989272,8.56371372989272,"Wallisellenstrasse 333, 8050 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH PRECISA,4.0,COOP, 8050
47.41162212989273,8.547767029892722,"Wallisellenstrasse 1, 8050 Zürich, Switzerland",COOP CITY ZÜRICH OERLIKON FOOD,4.2,COOP, 8050
47.41407642989272,8.54823877989272,"Andreasstrasse 5, 8050 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH ANDREASTURM,4.3,COOP, 8050
47.41524022989272,8.552833529892723,"Thurgauerstrasse 36, 8050 Zürich, Switzerland",COOP PRONTO SHOP,4.2,COOP, 8050
47.40649607989272,8.573742000000001,"Saatlenstrasse 12, 8051 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SCHWAMENDINGEN,3.9,COOP, 8050
47.42273047989273,8.55112627989272,"Schaffhauserstrasse 499, 8052 Zürich, Switzerland",COOP PRONTO SHOP,4.4,COOP, 8050
47.41454702989272,8.54235517989272,"Sophie-Taeuber-Strasse 4, 8050 Zürich, Switzerland",COOP KIOSK,0.0,COOP, 8050
47.41389432989271,8.54725007989272,"Schaffhauserstrasse 389, 8050 Zürich, Switzerland",COOP TOGO ZÜRICH OERLIKON BHF,3.8,COOP, 8050
47.41481347989272,8.542622229892721,"Sophie-Taeuber-Strasse 5, 8050 Zürich, Switzerland",COOP RESTAURANT,3.8,COOP, 8050
47.39697867989272,8.541741379892722,"Milchbuckstrasse 1/5, 8057 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH MILCHBUCK,3.8,COOP, 8050
47.41454702989272,8.54235517989272,"Sophie-Taeuber-Strasse 4, 8050 Zürich, Switzerland",COOP VITALITY OERLIKON,3.1,COOP, 8050
47.40463147989272,8.590683279892723,"Hirzenbachstrasse 40, 8051 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH HIRZENBACHSTRASSE,3.7,COOP, 8051
47.39817927989272,8.597698279892722,"Dübendorfstrasse 447, 8051 Zürich, Switzerland",COOP PRONTO SHOP,4.1,COOP, 8051
47.42632432989272,8.539044429892721,"Schwellistrasse 69, 8052 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH SCHWELLISTRASSE,4.2,COOP, 8052
47.36142627989272,8.596077879892722,"Witikonerstrasse 409, 8053 Zürich, Switzerland",COOP SUPERMARKT ZÜRICH WITIKONERSTRASSE,4.0,COOP, 8053
47.36258472989272,8.507751829892722,"Friesenbergpl. 3, 8045 Zürich, Switzerland",COOP ZÜRICH SCHWEIGHOFSTRASSE,4.2,COOP, 8055
47.36932987989272,8.463300429892723,"Zürcherstrasse 1, 8142 Uitikon, Switzerland",COOP SUPERMARKT UITIKON WALDEGG,4.4,COOP, 8055
